,PERMIT_M,PERMIT_M_PCT_CHG,PERMIT_Q_PCT_CHG,PERMIT_A_PCT_CHG,PERMIT_2A_PCT_CHG,PERMIT_3A_PCT_CHG
1966-01-01,1325,0.0076045627376426506,0.014548238897396537,0.1181434599156117,-0.08113730929264906,0.09323432343234317
1966-02-01,1159,-0.12528301886792448,-0.11863117870722428,-0.04293971924029727,-0.11728865194211724,-0.07869634340222575
1966-03-01,1234,0.06471095772217428,-0.06867924528301883,0.061962134251290824,-0.02373417721518989,-0.04192546583850931
1966-04-01,1145,-0.07212317666126422,-0.012079378774805916,-0.05136702568351281,-0.11855273287143953,-0.1518518518518519
1966-05-01,1078,-0.05851528384279481,-0.12641815235008103,-0.13134568896051568,-0.15781250000000002,-0.19851301115241637
1966-06-01,956,-0.11317254174397029,-0.1650655021834061,-0.22716248989490706,-0.2668711656441718,-0.2763058289174868
1966-07-01,932,-0.025104602510460206,-0.13543599257884975,-0.25380304243394713,-0.28637059724349156,-0.28854961832061066
1966-08-01,877,-0.05901287553648071,-0.08263598326359833,-0.2852485737571312,-0.3067193675889328,-0.3793347487615003
1966-09-01,774,-0.11744583808437858,-0.16952789699570814,-0.3948397185301017,-0.37073170731707317,-0.4526166902404526
1966-10-01,739,-0.0452196382428941,-0.1573546180159635,-0.4341500765696784,-0.41068580542264754,-0.4554163596168017
1966-11-01,736,-0.004059539918809252,-0.04909560723514217,-0.44030418250950565,-0.36769759450171824,-0.48278285312719604
1966-12-01,743,0.009510869565217295,0.005412719891745521,-0.4392452830188679,-0.41218354430379744,-0.4266975308641975
1967-01-01,995,0.3391655450874831,0.35190217391304346,-0.14150129421915447,-0.16033755274261607,-0.30998613037447986
1967-02-01,907,-0.08844221105527639,0.22072678331090168,-0.26499189627228525,-0.2510322047894302,-0.30921553693830917
1967-03-01,955,0.05292171995589867,-0.04020100502512558,-0.16593886462882101,-0.17814113597246128,-0.24446202531645567
1967-04-01,1035,0.08376963350785349,0.1411245865490629,-0.03988868274582558,-0.14250207125103564,-0.20323325635103928
1967-05-01,1076,0.03961352657004835,0.12670157068062826,0.12552301255230125,-0.1329572925060435,-0.15937500000000004
1967-06-01,1169,0.08643122676579917,0.12946859903381647,0.2542918454935623,-0.05497170573969279,-0.1035276073619632
1967-07-01,1177,0.006843455945252375,0.09386617100371741,0.34207525655644244,-0.05764611689351484,-0.09877488514548238
1967-08-01,1229,0.04418011894647411,0.0513259195893927,0.5878552971576227,0.0016299918500406463,-0.028458498023715362
1967-09-01,1279,0.04068348250610243,0.086661002548853,0.7307171853856562,0.0,0.0398373983739837
1967-10-01,1280,0.0007818608287724071,0.041497152156224626,0.7391304347826086,-0.019908116385911168,0.020733652312599604
1967-11-01,1297,0.013281249999999911,0.014073494917904661,0.7456258411843877,-0.013688212927756682,0.11426116838487976
1967-12-01,1315,0.013878180416345476,0.02734375,0.3216080402010051,-0.007547169811320753,0.04034810126582289
1968-01-01,1179,-0.1034220532319392,-0.09097918272937544,0.2998897464167585,0.01725625539257991,-0.005063291139240533
